index,age,race,sex,education,f1,f2,f3,f4,f5,f6,f7,f8,f9,f10,y
288,72, White, Male, Some-college,a_2,b_0,c_0,d_2,e_0,402306,10,0,0,32,0
289,48, White, Male, HS-grad,a_2,b_3,c_0,d_39,e_4,187715,9,0,0,46,0
290,53, White, Male, Masters,a_2,b_4,c_0,d_39,e_4,152810,14,0,1977,55,1
291,60, White, Male, HS-grad,a_0,b_7,c_1,d_39,e_4,184183,9,4650,0,40,0
292,41, White, Male, Some-college,a_2,b_4,c_0,d_39,e_6,157686,10,0,0,40,1
293,45, White, Male, 12th,a_2,b_3,c_0,d_39,e_4,30289,8,0,0,40,0
294,41, White, Male, HS-grad,a_4,b_7,c_1,d_39,e_4,209547,9,0,0,40,0
295,36, Black, Male, HS-grad,a_2,b_14,c_0,d_39,e_4,592930,9,0,0,50,1
296,35, White, Male, Masters,a_4,b_4,c_1,d_39,e_4,102976,14,0,0,40,1
297,46, White, Male, Bachelors,a_2,b_13,c_0,d_39,e_4,357338,13,0,0,40,0
298,45, White, Female, HS-grad,a_0,b_1,c_2,d_39,e_7,130206,9,0,0,40,0
299,34, White, Male, Prof-school,a_2,b_10,c_0,d_39,e_4,226443,15,0,0,55,1
300,44, Asian-Pac-Islander, Female, Assoc-acdm,a_4,b_4,c_1,d_39,e_4,297991,12,0,0,50,0
301,22, White, Female, Some-college,a_4,b_10,c_3,d_39,e_6,279802,10,0,0,3,0
302,44, Black, Female, HS-grad,a_0,b_1,c_4,d_39,e_4,103218,9,0,0,40,0
303,29, Amer-Indian-Eskimo, Male, HS-grad,a_4,b_3,c_1,d_39,e_4,182521,9,0,0,40,0
304,22, White, Male, 9th,a_3,b_8,c_2,d_26,e_4,554317,5,0,0,35,0
305,73, White, Male, Bachelors,a_2,b_12,c_0,d_39,e_5,191540,13,0,0,50,1
306,18, White, Male, 10th,a_4,b_0,c_3,d_39,e_0,152641,6,0,0,40,0
307,28, White, Male, 10th,a_2,b_14,c_0,d_39,e_4,275116,6,0,0,40,0
308,32, Black, Male, HS-grad,a_0,b_0,c_4,d_39,e_0,981628,9,0,0,40,0
309,27, White, Male, HS-grad,a_2,b_3,c_0,d_39,e_4,122038,9,0,0,48,0
310,18, White, Female, 12th,a_4,b_1,c_3,d_39,e_4,270544,8,0,0,30,0
311,60, White, Female, Some-college,a_6,b_12,c_4,d_39,e_4,225883,10,0,0,27,0
312,21, White, Female, Some-college,a_4,b_8,c_3,d_39,e_4,57951,10,0,0,30,0
313,36, White, Male, HS-grad,a_2,b_7,c_0,d_39,e_4,106964,9,0,0,40,0
314,24, White, Female, Some-college,a_4,b_12,c_3,d_39,e_4,183410,10,0,0,17,0
315,66, White, Male, Some-college,a_2,b_12,c_0,d_39,e_4,350498,10,0,0,28,0
316,56, White, Female, HS-grad,a_6,b_12,c_1,d_39,e_4,105281,9,0,1974,40,0
317,55, White, Female, Some-college,a_5,b_4,c_4,d_39,e_4,118993,10,0,0,10,0
318,34, White, Male, Doctorate,a_4,b_10,c_1,d_39,e_4,347166,16,0,0,50,1
319,55, White, Male, HS-grad,a_2,b_10,c_0,d_39,e_4,266343,9,0,0,46,0
320,36, White, Male, Prof-school,a_2,b_10,c_0,d_0,e_4,247558,15,5178,0,60,1
321,42, White, Male, Masters,a_2,b_10,c_0,d_39,e_2,238188,14,0,0,35,1
322,55, White, Male, Bachelors,a_2,b_12,c_0,d_39,e_5,141807,13,0,0,60,1
323,36, Black, Female, Bachelors,a_4,b_11,c_4,d_39,e_7,180752,13,0,0,40,0
324,21, White, Female, Assoc-acdm,a_4,b_8,c_3,d_39,e_4,176262,12,0,0,18,0
325,31, White, Male, 7th-8th,a_4,b_6,c_3,d_39,e_4,223212,4,0,0,50,0
326,47, White, Male, HS-grad,a_2,b_14,c_0,d_39,e_2,200471,9,5178,0,40,1
327,38, White, Female, HS-grad,a_2,b_4,c_5,d_39,e_4,478346,9,7688,0,40,1
328,21, White, Male, 12th,a_4,b_6,c_3,d_39,e_4,136610,8,0,0,32,0
329,63, White, Male, Some-college,a_2,b_0,c_0,d_39,e_0,149698,10,0,0,15,0
330,56, White, Female, Bachelors,a_6,b_8,c_1,d_39,e_4,108276,13,0,0,40,0
331,72, White, Male, Doctorate,a_2,b_4,c_0,d_39,e_2,144515,16,0,1258,40,0
332,21, White, Female, Some-college,a_4,b_1,c_3,d_39,e_4,83033,10,2176,0,20,0
333,34, White, Female, HS-grad,a_5,b_6,c_4,d_39,e_4,339142,9,0,0,40,0
334,41, White, Male, HS-grad,a_0,b_3,c_1,d_39,e_6,26598,9,0,0,40,0
335,52, White, Male, HS-grad,a_2,b_7,c_0,d_39,e_4,204447,9,4386,0,40,1
336,28, White, Female, Doctorate,a_4,b_10,c_1,d_11,e_4,606111,16,0,0,60,1
337,47, White, Male, Masters,a_5,b_4,c_1,d_39,e_4,168262,14,99999,0,50,1
338,20, White, Male, HS-grad,a_4,b_6,c_3,d_39,e_4,201204,9,0,0,40,0
339,43, White, Male, Some-college,a_2,b_14,c_0,d_39,e_4,180985,10,0,0,60,1
340,24, White, Male, HS-grad,a_4,b_6,c_3,d_39,e_4,119156,9,0,0,40,0
341,20, White, Female, Some-college,a_4,b_0,c_3,d_39,e_0,183083,10,0,0,20,0
342,47, White, Male, HS-grad,a_2,b_14,c_0,d_39,e_4,386136,9,0,0,35,0
343,51, White, Male, HS-grad,a_0,b_3,c_1,d_39,e_4,95128,9,0,0,40,0
344,32, Black, Female, Bachelors,a_4,b_10,c_3,d_0,e_6,261056,13,2174,0,60,0
345,34, White, Male, HS-grad,a_2,b_8,c_0,d_39,e_2,43959,9,0,0,50,0
346,30, White, Male, Some-college,a_2,b_12,c_0,d_39,e_4,129707,10,0,1848,40,1
347,40, Asian-Pac-Islander, Male, Assoc-voc,a_2,b_7,c_0,d_39,e_4,72887,11,0,0,40,1
348,30, White, Male, Bachelors,a_2,b_10,c_0,d_39,e_2,169020,13,0,0,40,0
349,26, White, Male, Bachelors,a_4,b_8,c_1,d_39,e_4,190330,13,0,0,30,0
350,50, White, Male, HS-grad,a_2,b_3,c_0,d_39,e_4,129956,9,0,0,48,1
351,29, White, Male, Assoc-voc,a_2,b_5,c_0,d_39,e_6,164607,11,0,0,50,0
352,52, Asian-Pac-Islander, Male, Bachelors,a_2,b_3,c_0,d_39,e_4,145271,13,0,0,40,0
353,53, White, Male, HS-grad,a_2,b_3,c_0,d_39,e_4,29658,9,0,0,40,1
354,38, White, Male, Bachelors,a_2,b_10,c_0,d_39,e_4,43712,13,7298,0,60,1
355,53, White, Male, Bachelors,a_2,b_10,c_0,d_39,e_4,135840,13,0,0,55,1
356,25, White, Female, HS-grad,a_4,b_6,c_1,d_39,e_4,188119,9,0,0,40,0
357,44, White, Male, Prof-school,a_2,b_10,c_0,d_39,e_5,311357,15,0,0,50,1
358,19, White, Female, HS-grad,a_4,b_12,c_1,d_39,e_4,201178,9,0,0,30,0
359,82, White, Male, Some-college,a_6,b_12,c_1,d_39,e_5,120408,10,0,0,20,0
360,43, Black, Male, Some-college,a_5,b_0,c_1,d_39,e_0,405374,10,0,0,40,0
361,53, White, Female, HS-grad,a_6,b_12,c_1,d_39,e_4,161691,9,0,0,35,0
362,43, White, Male, Masters,a_2,b_11,c_0,d_39,e_1,287008,14,0,0,35,1
363,18, White, Male, 10th,a_4,b_5,c_3,d_39,e_6,258474,6,0,0,40,0
364,39, White, Male, Bachelors,a_2,b_4,c_0,d_39,e_4,30529,13,0,1887,40,1
365,35, White, Male, Some-college,a_5,b_3,c_1,d_39,e_4,172186,10,0,0,40,0
366,19, Asian-Pac-Islander, Male, HS-grad,a_4,b_8,c_2,d_39,e_4,271521,9,0,0,24,0
367,34, White, Male, Assoc-voc,a_2,b_10,c_0,d_39,e_4,208043,11,7298,0,45,1
368,23, White, Female, HS-grad,a_4,b_1,c_1,d_39,e_4,198996,9,0,0,40,0
369,39, Black, Male, Masters,a_0,b_10,c_1,d_6,e_2,239119,14,0,0,40,0
370,24, White, Male, Assoc-voc,a_4,b_13,c_1,d_39,e_4,258298,11,0,0,45,0
371,21, White, Male, Assoc-acdm,a_4,b_8,c_3,d_39,e_4,182117,12,0,0,40,0
372,37, White, Female, Some-college,a_0,b_13,c_4,d_39,e_4,184556,10,0,0,40,0
373,35, White, Male, HS-grad,a_0,b_14,c_1,d_39,e_4,231180,9,0,0,60,0
374,45, White, Male, Assoc-voc,a_2,b_12,c_0,d_39,e_4,33300,11,0,1977,50,1
375,33, White, Male, Some-college,a_4,b_8,c_1,d_39,e_6,235271,10,0,0,35,0
376,21, Black, Male, HS-grad,a_2,b_7,c_0,d_39,e_4,278254,9,0,0,40,0
377,50, White, Male, Bachelors,a_5,b_10,c_1,d_39,e_2,183390,13,0,0,40,1
378,29, White, Male, 9th,a_4,b_7,c_1,d_39,e_4,83517,5,0,0,40,0
379,51, White, Male, HS-grad,a_4,b_14,c_1,d_39,e_7,226885,9,0,0,40,0
380,30, White, Female, HS-grad,a_4,b_4,c_1,d_39,e_4,269723,9,0,0,40,0
381,47, White, Female, HS-grad,a_0,b_8,c_3,d_39,e_4,114770,9,0,0,32,0
382,35, White, Male, HS-grad,a_0,b_3,c_1,d_39,e_4,189382,9,0,0,40,0
383,41, White, Female, HS-grad,a_4,b_1,c_2,d_39,e_4,192712,9,0,0,40,0
384,55, White, Male, 10th,a_2,b_3,c_0,d_39,e_4,101338,6,0,0,40,0
385,18, White, Female, HS-grad,a_4,b_0,c_3,d_39,e_0,252046,9,0,0,30,0
386,47, White, Male, HS-grad,a_2,b_3,c_0,d_39,e_4,168211,9,0,0,44,0
387,43, Black, Male, 7th-8th,a_5,b_5,c_1,d_39,e_4,118001,4,0,0,40,0
388,23, White, Male, Some-college,a_2,b_3,c_0,d_39,e_4,109952,10,0,0,60,0
389,28, White, Male, HS-grad,a_4,b_6,c_3,d_39,e_4,42734,9,0,0,40,0
390,42, White, Male, HS-grad,a_0,b_12,c_4,d_39,e_5,184018,9,1151,0,50,0
391,38, White, Male, 9th,a_2,b_6,c_0,d_39,e_4,257735,5,0,0,40,0
392,50, White, Male, Masters,a_4,b_10,c_1,d_39,e_7,211319,14,0,0,38,0
393,47, White, Female, Some-college,a_0,b_8,c_4,d_39,e_4,145886,10,0,0,40,0
394,37, White, Male, HS-grad,a_4,b_7,c_1,d_39,e_4,295127,9,0,0,40,0
395,38, White, Female, Assoc-acdm,a_0,b_1,c_1,d_39,e_4,343403,12,0,0,16,0
396,30, White, Male, 11th,a_2,b_5,c_0,d_26,e_4,609789,7,0,0,60,0
397,25, Black, Male, HS-grad,a_2,b_14,c_0,d_39,e_4,88922,9,0,0,40,0
398,37, White, Male, Some-college,a_2,b_6,c_0,d_39,e_4,104359,10,0,0,40,0
399,21, White, Female, HS-grad,a_3,b_4,c_2,d_39,e_4,176486,9,0,0,60,0
400,44, White, Male, Some-college,a_2,b_13,c_0,d_39,e_4,115562,10,0,0,40,0
401,42, White, Female, Assoc-voc,a_0,b_1,c_1,d_39,e_4,345504,11,0,0,35,0
402,41, White, Female, Assoc-voc,a_4,b_3,c_1,d_0,e_4,185057,11,0,0,40,0
403,48, White, Female, Bachelors,a_2,b_10,c_5,d_39,e_2,334409,13,0,0,50,1
404,19, White, Male, 11th,a_4,b_6,c_1,d_39,e_4,27433,7,0,0,40,0
405,21, White, Female, 11th,a_4,b_10,c_1,d_39,e_4,210355,7,0,0,24,0
406,58, White, Female, HS-grad,a_6,b_1,c_1,d_39,e_4,202652,9,0,0,37,0
407,18, White, Female, HS-grad,a_4,b_12,c_3,d_39,e_4,41381,9,0,1602,20,0
408,24, White, Male, Bachelors,a_4,b_12,c_1,d_23,e_4,258120,13,0,0,55,0
409,34, White, Male, Masters,a_2,b_3,c_0,d_26,e_4,349169,14,0,0,40,0
410,26, White, Male, HS-grad,a_2,b_6,c_0,d_39,e_4,168403,9,0,0,40,0
411,22, White, Female, HS-grad,a_4,b_8,c_3,d_39,e_4,308334,9,0,0,19,0
412,51, White, Male, HS-grad,a_2,b_3,c_0,d_39,e_4,33304,9,0,0,40,0
413,19, White, Female, HS-grad,a_4,b_8,c_1,d_39,e_4,198320,9,0,0,45,0
414,43, White, Male, HS-grad,a_2,b_12,c_0,d_39,e_5,225165,9,0,0,55,1
415,49, White, Male, Assoc-voc,a_2,b_4,c_0,d_39,e_5,349230,11,0,0,60,1
416,28, White, Male, 11th,a_4,b_0,c_1,d_39,e_0,113635,7,0,0,30,0
417,35, Black, Female, HS-grad,a_5,b_10,c_2,d_39,e_4,247547,9,0,0,40,0
418,51, Black, Male, HS-grad,a_4,b_3,c_1,d_39,e_4,202752,9,0,0,40,0
419,33, White, Male, Some-college,a_2,b_4,c_0,d_39,e_4,34975,10,0,0,45,0
420,37, White, Male, Some-college,a_2,b_1,c_0,d_39,e_4,267085,10,0,0,40,0
421,49, White, Female, Prof-school,a_2,b_10,c_5,d_39,e_2,298445,15,0,1977,60,1
422,65, White, Male, HS-grad,a_2,b_14,c_0,d_39,e_8,172949,9,2414,0,20,0
423,43, White, Male, HS-grad,a_2,b_8,c_0,d_27,e_4,175224,9,0,0,60,0
424,60, White, Male, Bachelors,a_2,b_12,c_0,d_39,e_4,238913,13,0,0,46,1
425,32, Black, Female, HS-grad,a_2,b_1,c_5,d_39,e_4,194987,9,0,0,40,0
426,42, White, Female, HS-grad,a_4,b_8,c_1,d_39,e_4,22831,9,0,0,40,0
427,39, White, Male, 10th,a_2,b_7,c_0,d_39,e_4,61343,6,0,0,60,0
428,46, White, Female, 9th,a_0,b_4,c_4,d_39,e_4,585361,5,0,0,40,0
429,50, White, Male, Masters,a_2,b_10,c_0,d_39,e_4,147629,14,15024,0,45,1
430,23, White, Male, Some-college,a_4,b_6,c_3,d_39,e_4,181820,10,0,0,20,0
431,49, White, Male, Assoc-voc,a_2,b_1,c_0,d_39,e_4,160167,11,0,0,40,0
432,23, White, Female, HS-grad,a_4,b_8,c_1,d_39,e_4,133515,9,0,0,35,0
433,54, White, Female, HS-grad,a_4,b_8,c_2,d_18,e_4,188186,9,0,0,20,0
434,44, Black, Female, Some-college,a_0,b_1,c_1,d_39,e_7,154176,10,0,1590,40,0
435,25, White, Male, Assoc-acdm,a_4,b_3,c_1,d_39,e_4,193379,12,0,0,45,0
436,29, White, Male, HS-grad,a_4,b_6,c_3,d_39,e_4,131088,9,0,0,25,0
437,57, White, Female, HS-grad,a_0,b_12,c_1,d_39,e_4,161097,9,0,0,26,0
438,55, Black, Male, 10th,a_2,b_14,c_0,d_39,e_4,239404,6,0,0,45,0
439,31, White, Female, Preschool,a_4,b_8,c_2,d_26,e_4,452405,1,0,0,35,0
440,29, White, Male, Bachelors,a_2,b_10,c_3,d_39,e_4,203697,13,0,0,75,0
441,36, White, Male, HS-grad,a_0,b_14,c_4,d_0,e_4,31438,9,0,0,43,0
442,61, Asian-Pac-Islander, Male, Masters,a_2,b_10,c_0,d_19,e_4,80896,14,0,0,45,1
443,22, White, Female, Some-college,a_4,b_12,c_1,d_39,e_4,91842,10,0,0,42,0
444,32, White, Male, HS-grad,a_0,b_7,c_3,d_39,e_4,194141,9,0,0,50,0
445,20, White, Female, Some-college,a_4,b_8,c_3,d_39,e_4,258430,10,0,0,19,0
446,19, White, Female, HS-grad,a_4,b_8,c_3,d_39,e_4,291429,9,0,0,25,0
447,73, White, Male, 7th-8th,a_2,b_5,c_0,d_39,e_6,241121,4,0,0,40,0
448,44, White, Male, Bachelors,a_0,b_13,c_1,d_39,e_1,29591,13,0,2258,40,1
449,47, White, Female, Bachelors,a_0,b_3,c_1,d_39,e_4,125120,13,0,0,50,0
450,64, White, Male, HS-grad,a_2,b_0,c_0,d_39,e_0,29825,9,0,0,5,0
451,53, White, Male, 5th-6th,a_2,b_3,c_0,d_22,e_4,194995,3,0,0,45,0
452,58, White, Male, Bachelors,a_2,b_1,c_0,d_39,e_7,198145,13,0,0,35,1
453,30, White, Male, Bachelors,a_2,b_3,c_0,d_39,e_4,340917,13,0,0,40,0
454,40, White, Female, HS-grad,a_0,b_13,c_4,d_39,e_4,346964,9,0,0,40,0
455,19, White, Female, HS-grad,a_4,b_12,c_3,d_39,e_4,475028,9,0,0,20,0
456,56, White, Male, Assoc-voc,a_2,b_4,c_0,d_39,e_4,367984,11,15024,0,40,1
457,71, White, Female, 12th,a_4,b_8,c_1,d_39,e_4,149040,8,0,0,40,0
458,20, White, Male, HS-grad,a_4,b_0,c_2,d_8,e_0,162667,9,0,0,40,0
459,59, White, Male, Masters,a_2,b_4,c_0,d_39,e_7,139616,14,0,0,50,1
460,68, White, Male, Bachelors,a_6,b_12,c_1,d_39,e_4,225612,13,0,0,35,1
461,69, White, Male, HS-grad,a_2,b_0,c_0,d_39,e_0,182668,9,0,0,45,1
462,41, Black, Female, Some-college,a_5,b_4,c_1,d_39,e_4,49797,10,0,0,40,0
463,82, White, Male, 7th-8th,a_6,b_0,c_1,d_39,e_0,29441,4,0,0,5,0
464,34, White, Male, Bachelors,a_2,b_1,c_0,d_39,e_4,203051,13,0,0,27,0
465,30, White, Male, Assoc-voc,a_2,b_5,c_0,d_39,e_6,79303,11,0,0,60,0
466,33, White, Male, HS-grad,a_4,b_14,c_1,d_39,e_4,184016,9,0,0,40,0
467,27, White, Male, Bachelors,a_4,b_12,c_1,d_39,e_4,388998,13,13550,0,46,1
468,38, White, Female, Assoc-voc,a_4,b_13,c_1,d_39,e_4,203761,11,2354,0,40,0
469,50, White, Male, HS-grad,a_2,b_3,c_0,d_39,e_4,248619,9,0,0,40,0
470,24, White, Male, HS-grad,a_4,b_4,c_3,d_39,e_4,285432,9,0,0,40,0
471,20, White, Male, Some-college,a_4,b_5,c_3,d_39,e_2,235894,10,0,0,40,0
472,41, White, Male, HS-grad,a_2,b_12,c_0,d_39,e_5,125831,9,0,1887,55,1
473,21, Asian-Pac-Islander, Male, Some-college,a_4,b_6,c_3,d_30,e_4,152246,10,0,0,40,0
474,46, White, Female, Masters,a_0,b_10,c_4,d_2,e_2,162566,14,0,0,50,0
475,24, White, Male, Some-college,a_2,b_1,c_0,d_39,e_4,161092,10,7298,0,40,1
476,36, White, Male, Bachelors,a_2,b_10,c_0,d_39,e_4,131239,13,3103,0,45,1
477,43, White, Male, HS-grad,a_2,b_4,c_0,d_39,e_4,168071,9,0,0,44,0
478,28, Black, Male, HS-grad,a_2,b_1,c_0,d_39,e_4,407043,9,0,0,40,0
479,61, White, Male, 7th-8th,a_2,b_12,c_0,d_39,e_6,196773,4,0,0,30,1
480,45, White, Male, Some-college,a_2,b_5,c_0,d_39,e_5,212954,10,0,0,50,0
481,78, White, Male, Some-college,a_2,b_3,c_0,d_39,e_6,82815,10,0,0,3,1
482,17, White, Male, 11th,a_4,b_10,c_3,d_39,e_5,254859,7,0,0,20,0
483,41, White, Male, 10th,a_2,b_14,c_0,d_39,e_4,112507,6,0,0,60,0
484,26, White, Male, HS-grad,a_2,b_7,c_0,d_39,e_4,260614,9,0,0,40,0
485,44, White, Female, HS-grad,a_4,b_7,c_1,d_39,e_4,54507,9,0,0,40,0
486,32, White, Male, HS-grad,a_2,b_4,c_0,d_39,e_4,34104,9,3103,0,55,1
487,28, White, Male, Some-college,a_4,b_1,c_3,d_39,e_4,119793,10,0,0,40,0
488,53, White, Male, Some-college,a_2,b_5,c_0,d_39,e_6,279129,10,0,0,30,0
489,31, White, Male, 10th,a_2,b_12,c_0,d_39,e_4,253354,6,0,0,40,0
490,23, Asian-Pac-Islander, Male, 11th,a_4,b_3,c_3,d_40,e_4,106957,7,14344,0,40,1
491,63, White, Male, HS-grad,a_2,b_0,c_0,d_39,e_0,106648,9,0,0,25,0
492,31, White, Male, Assoc-voc,a_2,b_3,c_0,d_39,e_4,149507,11,3464,0,38,0
493,39, White, Male, HS-grad,a_2,b_10,c_0,d_39,e_4,181705,9,0,0,45,0
494,29, White, Male, HS-grad,a_2,b_11,c_0,d_39,e_4,178272,9,0,0,40,0
495,40, White, Male, HS-grad,a_2,b_12,c_0,d_39,e_4,146659,9,0,0,60,1
496,54, Black, Female, 10th,a_0,b_8,c_1,d_39,e_6,118365,6,0,0,10,0
497,25, White, Male, Assoc-acdm,a_2,b_0,c_0,d_39,e_0,219987,12,0,0,13,0
498,41, White, Female, HS-grad,a_4,b_14,c_1,d_39,e_7,108945,9,14344,0,40,1
499,35, White, Female, Masters,a_4,b_4,c_1,d_39,e_4,397307,14,0,0,55,0
500,35, White, Female, HS-grad,a_4,b_13,c_1,d_39,e_4,342824,9,1151,0,40,0
501,52, White, Female, 5th-6th,a_4,b_7,c_1,d_0,e_4,155433,3,0,0,40,0
502,41, White, Male, Some-college,a_2,b_3,c_0,d_39,e_4,116391,10,0,0,40,0
503,43, White, Female, HS-grad,a_5,b_4,c_1,d_39,e_4,172364,9,0,0,48,0
504,45, White, Male, HS-grad,a_2,b_6,c_0,d_39,e_4,111979,9,0,0,40,0
505,33, White, Female, 11th,a_4,b_12,c_1,d_39,e_4,219034,7,0,0,40,0
506,20, White, Male, HS-grad,a_4,b_0,c_3,d_39,e_0,293091,9,0,0,12,0
507,45, Black, Female, Masters,a_0,b_10,c_4,d_39,e_2,144940,14,0,0,40,0
508,19, White, Male, Some-college,a_4,b_1,c_3,d_39,e_7,112432,10,0,0,10,0
509,18, White, Male, HS-grad,a_4,b_1,c_3,d_39,e_4,396270,9,0,0,25,0
510,26, White, Male, Bachelors,a_4,b_0,c_3,d_39,e_0,133373,13,0,0,44,0
511,47, White, Male, Assoc-acdm,a_2,b_3,c_0,d_39,e_6,107231,12,0,1672,65,0
512,21, White, Male, HS-grad,a_4,b_6,c_1,d_39,e_4,232569,9,0,0,40,0
513,35, White, Male, Some-college,a_2,b_12,c_0,d_39,e_4,129597,10,0,0,46,0
514,26, White, Female, HS-grad,a_2,b_8,c_5,d_39,e_6,221626,9,0,1579,20,0
515,60, White, Male, Masters,a_2,b_10,c_0,d_39,e_2,204062,14,0,0,48,1
516,19, White, Female, HS-grad,a_4,b_8,c_3,d_39,e_4,274830,9,0,0,15,0
517,32, White, Male, Prof-school,a_2,b_12,c_0,d_0,e_4,201988,15,4508,0,40,0
518,59, White, Male, Some-college,a_0,b_7,c_1,d_39,e_4,162136,10,0,0,56,0
519,35, White, Male, HS-grad,a_2,b_7,c_0,d_39,e_4,241001,9,0,0,44,0
520,47, White, Male, Doctorate,a_2,b_10,c_0,d_39,e_7,120429,16,15024,0,50,1
521,45, White, Male, Assoc-voc,a_2,b_3,c_0,d_39,e_4,387074,11,0,0,40,0
522,58, Black, Female, HS-grad,a_0,b_1,c_4,d_39,e_4,117477,9,0,0,36,0
523,64, White, Female, 11th,a_6,b_0,c_1,d_39,e_0,239529,7,3674,0,35,0
524,58, Black, Female, Some-college,a_0,b_1,c_4,d_39,e_4,183893,10,0,0,40,0
525,32, White, Female, Some-college,a_2,b_11,c_5,d_10,e_2,29235,10,0,0,40,1
526,29, White, Female, 11th,a_5,b_12,c_1,d_39,e_4,77009,7,0,2754,42,0
527,48, White, Male, HS-grad,a_4,b_6,c_1,d_39,e_4,39986,9,0,0,40,0
528,51, White, Female, Assoc-acdm,a_4,b_12,c_1,d_39,e_5,103995,12,0,0,25,0
529,42, White, Male, Masters,a_2,b_10,c_0,d_39,e_4,145711,14,0,1902,50,1
530,22, White, Female, Some-college,a_4,b_12,c_3,d_39,e_4,214399,10,0,0,30,0
531,24, Black, Male, 11th,a_4,b_3,c_1,d_23,e_4,283092,7,0,0,35,0
532,32, White, Male, 12th,a_0,b_11,c_3,d_26,e_4,236543,8,0,0,54,0
533,71, White, Male, Masters,a_2,b_4,c_0,d_39,e_5,38822,14,99999,0,40,1
534,31, Black, Female, Assoc-acdm,a_4,b_1,c_3,d_39,e_7,255830,12,0,0,45,0
535,27, White, Male, Bachelors,a_2,b_12,c_0,d_39,e_4,137063,13,0,0,50,0
536,20, White, Male, Some-college,a_4,b_5,c_3,d_39,e_4,173851,10,0,0,40,0
537,36, White, Male, Some-college,a_2,b_3,c_0,d_8,e_4,245090,10,3137,0,50,0
538,24, Black, Female, HS-grad,a_4,b_1,c_4,d_39,e_7,247075,9,0,0,20,0
539,35, Black, Male, HS-grad,a_4,b_3,c_1,d_39,e_6,308874,9,0,0,40,0
540,31, White, Male, Assoc-voc,a_2,b_4,c_0,d_39,e_4,87418,11,0,0,40,0
541,34, White, Male, HS-grad,a_0,b_12,c_1,d_39,e_4,245173,9,0,1669,45,0
542,42, White, Male, Bachelors,a_4,b_10,c_1,d_39,e_2,281315,13,0,0,50,0
543,37, White, Male, HS-grad,a_2,b_3,c_0,d_39,e_4,230035,9,0,0,46,1
544,50, White, Male, HS-grad,a_2,b_3,c_0,d_39,e_4,104501,9,0,0,40,1
545,43, White, Male, Some-college,a_2,b_4,c_0,d_39,e_5,34218,10,0,0,40,0
546,27, White, Male, HS-grad,a_2,b_3,c_0,d_39,e_4,81540,9,0,0,40,1
547,46, White, Male, Masters,a_2,b_3,c_0,d_39,e_6,148599,14,0,0,50,1
548,20, Other, Male, 10th,a_4,b_12,c_1,d_39,e_4,171398,6,0,0,40,0
549,43, White, Male, Masters,a_2,b_4,c_0,d_39,e_5,602513,14,0,0,50,1
550,26, White, Male, HS-grad,a_4,b_7,c_1,d_39,e_4,108658,9,0,0,40,0
551,48, Black, Male, Some-college,a_4,b_1,c_1,d_39,e_1,483261,10,0,0,40,0
552,52, White, Male, Prof-school,a_2,b_10,c_0,d_39,e_6,64045,15,99999,0,45,1
553,38, White, Male, Some-college,a_2,b_4,c_0,d_39,e_4,186359,10,0,0,40,1
554,53, White, Female, Some-college,a_6,b_4,c_4,d_39,e_4,89400,10,0,0,40,0
555,77, Other, Male, 7th-8th,a_2,b_7,c_0,d_39,e_4,253642,4,0,0,30,0
556,24, White, Male, Bachelors,a_4,b_4,c_1,d_39,e_1,130534,13,0,0,40,0
557,28, White, Male, 7th-8th,a_2,b_10,c_0,d_39,e_4,202239,4,0,0,55,0
558,41, White, Male, Doctorate,a_2,b_10,c_0,d_39,e_4,220531,16,0,0,50,1
559,55, White, Male, Bachelors,a_2,b_4,c_0,d_39,e_6,185195,13,0,0,40,1
560,62, White, Female, Some-college,a_6,b_9,c_4,d_39,e_4,110586,10,0,0,40,0
561,62, White, Female, HS-grad,a_6,b_1,c_1,d_39,e_4,122033,9,0,0,38,0
562,26, White, Male, Assoc-voc,a_2,b_3,c_0,d_39,e_4,112754,11,0,0,65,1
563,46, Black, Female, Some-college,a_0,b_1,c_4,d_38,e_4,200734,10,0,0,35,0
564,32, White, Male, 9th,a_2,b_14,c_0,d_39,e_4,217460,5,0,0,50,0
565,41, White, Female, Bachelors,a_2,b_13,c_5,d_39,e_4,42563,13,0,0,25,1
566,57, White, Male, Some-college,a_2,b_13,c_0,d_39,e_6,437281,10,0,0,38,1
567,49, White, Male, Some-college,a_4,b_0,c_1,d_39,e_0,174702,10,0,0,35,0
568,21, White, Male, Some-college,a_4,b_1,c_1,d_39,e_4,107895,10,0,0,35,0
569,18, White, Female, HS-grad,a_4,b_8,c_3,d_39,e_4,174394,9,0,0,20,0
570,46, White, Male, HS-grad,a_2,b_12,c_0,d_39,e_4,163352,9,0,0,36,0
571,34, White, Male, Some-college,a_2,b_4,c_0,d_39,e_4,199227,10,0,0,55,0
572,60, White, Male, Bachelors,a_2,b_0,c_0,d_39,e_0,204486,13,0,0,8,1
573,28, White, Male, HS-grad,a_2,b_3,c_0,d_39,e_4,250679,9,0,0,40,0
574,49, White, Female, Some-college,a_0,b_4,c_1,d_39,e_1,181657,10,0,0,50,0
575,27, White, Male, Assoc-voc,a_4,b_3,c_1,d_39,e_4,238859,11,0,0,40,0
576,36, White, Male, Bachelors,a_2,b_10,c_3,d_39,e_2,177858,13,0,0,40,0
